enzyme	logFC	logCPM	PValue	FDR	association
1.-.-.-	-1.01322471	8.150486224	0.022937132	0.050223768	Not associated
1.1.1.-	-0.575989372	12.08885964	0.000122076	0.000911185	Not associated
1.1.1.1	-0.112997627	11.78688246	0.443379858	0.549546962	Not associated
1.1.1.10	1.355242802	2.666542453	0.206816353	0.297998894	Not associated
1.1.1.100	-0.110846326	11.66053591	0.435106629	0.541777932	Not associated
1.1.1.103	-0.420480353	8.754346864	0.208849426	0.300165505	Not associated
1.1.1.11	-3.882129866	5.068580919	4.06E-05	0.000380903	root
1.1.1.122	-0.900017407	8.228367039	0.028393953	0.059869711	Not associated
1.1.1.125	-1.202416393	8.712728263	0.000772566	0.003611547	root
1.1.1.130	-4.448721424	0.413370467	0.198036304	0.287994668	Not associated
1.1.1.132	-2.315188423	7.129653712	7.82E-05	0.000644023	root
1.1.1.133	-0.361342077	9.032352004	0.264714375	0.362773057	Not associated
1.1.1.14	1.429480325	7.902760338	0.000479084	0.002548197	soil
1.1.1.140	0.125103743	2.494295115	0.913974256	0.946190974	Not associated
1.1.1.157	0.385436837	10.16760464	0.062374623	0.112064508	Not associated
1.1.1.169	-1.296746035	8.575111904	0.000489773	0.002594836	root
1.1.1.17	1.621875471	5.766620768	0.041674772	0.08101096	Not associated
1.1.1.170	-4.514876053	0.498295758	0.148688467	0.22775297	Not associated
1.1.1.178	-2.036264644	2.851639037	0.16134123	0.243816556	Not associated
1.1.1.179	2.494916169	1.948774273	0.028516432	0.060008879	Not associated
1.1.1.18	-0.464127634	8.934072349	0.142377464	0.219079675	Not associated
1.1.1.184	-0.95505241	3.863461541	0.325961913	0.43047365	Not associated
1.1.1.189	-0.95504708	3.863461541	0.326951732	0.430938332	Not associated
1.1.1.193	0.179398298	9.709292804	0.382487303	0.492133663	Not associated
1.1.1.197	-0.95505056	3.863461541	0.326304889	0.430505766	Not associated
1.1.1.2	-0.886382049	6.616759075	0.146719692	0.224992399	Not associated
1.1.1.202	2.676052965	3.048755164	0.060929315	0.110047467	Not associated
1.1.1.205	0.846894864	11.52265692	6.97E-07	1.54E-05	Not associated
1.1.1.206	-2.012592294	6.126797911	0.004289891	0.013452035	Not associated
1.1.1.21	-3.82589231	3.005926175	0.009881388	0.025436835	Not associated
1.1.1.215	-2.208180502	6.894763412	0.000249714	0.00154754	root
1.1.1.22	0.095662077	10.50136279	0.561185385	0.668572712	Not associated
1.1.1.23	-0.2926184	10.18073973	0.137942016	0.214700074	Not associated
1.1.1.25	-0.722577605	9.490277964	0.006647391	0.018478652	Not associated
1.1.1.26	-0.891656215	8.467329478	0.02093101	0.04681754	Not associated
1.1.1.262	-0.794458955	9.72069109	0.002394522	0.008490813	Not associated
1.1.1.27	-0.368338216	7.341406698	0.503846862	0.610490682	Not associated
1.1.1.271	-1.830343995	7.087771733	0.005413932	0.015865993	Not associated
1.1.1.28	-2.201596973	7.65756736	0.000293522	0.001754639	root
1.1.1.284	-0.119285776	10.62506297	0.474171002	0.579733054	Not associated
1.1.1.29	-2.594306174	6.591847193	0.002286902	0.008195238	root
1.1.1.290	-2.657475297	6.504786543	0.010057899	0.02568662	Not associated
1.1.1.3	-0.087706408	10.43447618	0.623178853	0.719585154	Not associated
1.1.1.30	0.034587635	9.3450323	0.880738552	0.920958037	Not associated
1.1.1.303	-0.374855396	6.583451131	0.550750794	0.656720496	Not associated
1.1.1.304	-1.285383512	6.409656433	0.058398981	0.106906536	Not associated
1.1.1.305	6.569853818	1.295688516	0.000446682	0.002413869	soil
1.1.1.31	-0.560351871	9.848403583	0.009408193	0.024396294	Not associated
1.1.1.312	-1.767505998	6.637308803	0.005846953	0.016735665	Not associated
1.1.1.336	-0.427561653	7.395903811	0.385328455	0.494846713	Not associated
1.1.1.337	-1.190338614	6.169034039	0.122337325	0.196058987	Not associated
1.1.1.35	-0.607594202	11.34035305	5.98E-05	0.000521123	Not associated
1.1.1.350	-4.408294418	4.550404524	0.000179879	0.001203051	root
1.1.1.36	-0.65245134	9.16391227	0.01637593	0.038013541	Not associated
1.1.1.369	-0.464127969	8.934072349	0.142751454	0.21940525	Not associated
1.1.1.37	0.362129443	10.38005518	0.042583536	0.082303802	Not associated
1.1.1.38	1.818953498	9.59180474	1.07E-06	2.01E-05	soil
1.1.1.39	-1.727082091	7.834476217	0.001386618	0.005691681	root
1.1.1.4	-0.374856376	6.583451131	0.549258273	0.655519369	Not associated
1.1.1.40	-0.635543828	11.21016182	1.63E-05	0.000180866	Not associated
1.1.1.41	0.809608013	8.320328532	0.062377876	0.112064508	Not associated
1.1.1.42	0.378531688	11.15949746	0.019236642	0.043605207	Not associated
1.1.1.43	-5.404653416	2.762307146	0.004321561	0.013452603	Not associated
1.1.1.44	0.577083972	10.07799352	0.006595841	0.018373158	Not associated
1.1.1.45	-1.420788012	1.412333333	0.427012243	0.534160685	Not associated
1.1.1.46	0.093606871	4.025689559	0.903554628	0.939001771	Not associated
1.1.1.47	0.251356662	7.29668096	0.586730131	0.688083686	Not associated
1.1.1.48	-1.450695013	7.715031219	0.005152587	0.015199005	Not associated
1.1.1.49	0.315593707	11.05078225	0.039937839	0.078424448	Not associated
1.1.1.50	-3.095326902	6.318903677	5.16E-05	0.000458558	root
1.1.1.51	-4.452198764	2.049413282	0.013666929	0.032737626	Not associated
1.1.1.53	-0.390309907	5.879318601	0.596129127	0.694883909	Not associated
1.1.1.56	-1.574469422	6.893652329	0.013199125	0.032014395	Not associated
1.1.1.57	-1.697363503	8.748954256	8.73E-05	0.000693991	root
1.1.1.58	-2.227812419	5.462896374	0.006297889	0.017725912	Not associated
1.1.1.6	-2.061888359	5.314809177	0.030621457	0.063450288	Not associated
1.1.1.60	-1.033300936	8.683698099	0.003662672	0.011843106	Not associated
1.1.1.61	-0.683536505	4.006267179	0.618598462	0.717269225	Not associated
1.1.1.62	-0.97206229	6.367377583	0.222377466	0.314918193	Not associated
1.1.1.65	-1.440559371	6.156600477	0.037929699	0.075468371	Not associated
1.1.1.67	-0.715092469	8.308516597	0.096593442	0.162108993	Not associated
1.1.1.76	-1.285389481	6.409656433	0.057697122	0.105908712	Not associated
1.1.1.79	-1.902866724	7.972216324	0.000310578	0.001816413	root
1.1.1.81	-1.857686873	9.385556579	9.45E-08	3.36E-06	root
1.1.1.82	6.692868862	1.38490625	0.000313493	0.001825555	soil
1.1.1.83	-0.944284417	9.205091522	0.000650575	0.003161606	Not associated
1.1.1.85	-0.132348631	10.21495209	0.464965086	0.571581284	Not associated
1.1.1.86	0.277261399	10.71263024	0.11721901	0.188977186	Not associated
1.1.1.9	-1.527243482	7.420339218	0.004429006	0.013568225	Not associated
1.1.1.90	-2.235304332	5.437622946	0.006734284	0.01864348	Not associated
1.1.1.93	-0.944282161	9.205091522	0.000636702	0.003105358	Not associated
1.1.1.94	-0.003261198	9.713172162	0.997038249	1	Not associated
1.1.1.95	0.079455334	11.22344205	0.576637064	0.679787674	Not associated
1.1.2.3	-0.870507998	9.761869054	0.000306445	0.001800031	Not associated
1.1.2.4	-0.025458698	9.806160039	0.910287689	0.943097138	Not associated
1.1.2.7	-5.685149117	1.025933623	0.030267926	0.062814083	Not associated
1.1.2.8	0.043114605	9.248402508	0.863141522	0.907474082	Not associated
1.1.3.15	0.272548378	9.832559454	0.183271772	0.270897335	Not associated
1.1.3.6	1.473307278	9.094804346	0.00151088	0.005968419	soil
1.1.3.8	-0.339294412	6.125221908	0.632611267	0.726132389	Not associated
1.1.3.9	-1.806686005	4.899607497	0.038932098	0.076784327	Not associated
1.1.5.2	-1.18963925	9.774597997	0.000107941	0.000823889	root
1.1.5.3	0.020820099	10.79218771	0.890580454	0.928375149	Not associated
1.1.5.4	0.024795827	7.749537531	0.944880367	0.969273634	Not associated
1.1.5.8	-3.979355009	4.853737265	0.003171264	0.010657655	Not associated
1.1.5.9	-2.016953234	3.724718065	0.137475768	0.214221179	Not associated
1.1.99.1	-0.589894004	10.16063873	0.003273996	0.010894504	Not associated
1.1.99.2	3.438342912	4.501546364	0.00150185	0.005967644	soil
1.1.99.21	-1.820747291	6.737397394	0.00580199	0.016642225	Not associated
1.1.99.3	-2.37073773	6.972522284	0.013990869	0.033218554	Not associated
1.10.2.-	4.209858253	3.393995173	5.37E-05	0.00047086	soil
1.10.2.2	-0.907246043	8.544951933	0.015554199	0.036230556	Not associated
1.10.3.-	-0.976839615	11.52614652	7.01E-08	2.70E-06	Not associated
1.10.3.12	1.505913945	4.084995835	0.063626681	0.113853835	Not associated
1.10.3.3	-1.956098659	7.153760143	0.000434733	0.002369965	root
1.11.1.15	-3.09361464	3.489555395	0.006127458	0.0173184	Not associated
1.11.1.21	0.441872078	10.76884306	0.012875069	0.031454282	Not associated
1.11.1.6	-0.471033209	10.29758353	0.00988478	0.025436835	Not associated
1.11.1.7	-0.558026653	2.525330622	0.605550263	0.70343801	Not associated
1.11.1.9	-0.390114323	8.564544406	0.27980952	0.379160142	Not associated
1.12.98.1	6.105458261	3.298641938	3.84E-06	5.61E-05	soil
1.12.99.6	0.938904415	7.663284698	0.066200025	0.1178343	Not associated
1.13.-.-	-3.438106266	5.019839664	0.000978676	0.004278938	root
1.13.11.-	-5.091627499	0.755890802	0.083175589	0.142964657	Not associated
1.13.11.1	-0.054457005	7.426941866	0.927473307	0.954315641	Not associated
1.13.11.11	0.171788035	9.410429407	0.520632913	0.626893997	Not associated
1.13.11.15	-1.996039231	3.812845822	0.041404716	0.080834929	Not associated
1.13.11.16	1.796737102	2.740493999	0.06103145	0.110084765	Not associated
1.13.11.2	-0.132309052	8.193145938	0.764898366	0.833369107	Not associated
1.13.11.27	0.237719851	10.7342063	0.165025667	0.247997415	Not associated
1.13.11.3	-0.436630192	8.825988092	0.196675969	0.286633479	Not associated
1.13.11.33	-2.222660111	4.39916933	0.028682434	0.060170758	Not associated
1.13.11.39	1.061488429	4.367230696	0.234993135	0.329012119	Not associated
1.13.11.4	-1.425261293	7.251423892	0.006947482	0.018962345	Not associated
1.13.11.41	-1.470396237	3.934771909	0.157216503	0.238383271	Not associated
1.13.11.5	0.589791168	10.17784102	0.005496876	0.015936221	Not associated
1.13.11.52	0	-0.430257436	1	1	Not associated
1.13.11.53	-1.294028836	6.196713218	0.050431436	0.095424187	Not associated
1.13.11.54	-1.29402068	6.196713218	0.05107138	0.096365131	Not associated
1.13.11.6	-2.029961768	5.82879324	0.006079452	0.017218742	Not associated
1.13.11.79	-1.056704421	6.811441794	0.092377245	0.156589282	Not associated
1.13.11.8	-0.402915042	7.596884292	0.402533106	0.512073659	Not associated
1.13.12.-	-3.388640167	3.650030026	0.00355749	0.011581132	Not associated
1.13.12.16	-0.655574551	9.123830806	0.045812281	0.088165801	Not associated
1.13.12.3	-0.903273381	6.818205789	0.123050994	0.196969067	Not associated
1.13.12.4	2.094631758	3.944057745	0.011393849	0.028400535	Not associated
1.13.99.1	-2.870473323	2.243496168	0.023095467	0.05040707	Not associated
1.14.-.-	-0.301671145	9.832072667	0.161338624	0.243816556	Not associated
1.14.11.-	-2.299111223	6.862643499	0.000232853	0.001483809	root
1.14.11.1	-8.45162565	3.392343328	0.000235459	0.001486473	root
1.14.11.17	-1.875526903	6.778329611	0.003026745	0.010231657	Not associated
1.14.11.18	-5.214780891	3.357026533	0.003886816	0.012443337	Not associated
1.14.11.2	-1.330195558	6.081589233	0.048320065	0.09181492	Not associated
1.14.12.-	0.195211481	6.906104043	0.73200279	0.809400553	Not associated
1.14.12.10	1.247062069	5.871061383	0.058820199	0.107241685	Not associated
1.14.12.11	-5.37708815	2.743487933	0.003251264	0.010846283	Not associated
1.14.12.13	-0.797649696	2.626701327	0.445220188	0.551322158	Not associated
1.14.12.18	4.423898077	1.613366132	0.000833071	0.003828158	soil
1.14.12.19	-1.936647901	6.816886591	0.001362922	0.00563091	root
1.14.12.3	-5.377088415	2.743487933	0.003251476	0.010846283	Not associated
1.14.13.-	-0.802614242	10.59116557	1.20E-05	0.000140679	Not associated
1.14.13.1	-2.138782827	7.653404162	6.92E-05	0.000584201	root
1.14.13.127	0.387366906	8.877952002	0.279001079	0.378444234	Not associated
1.14.13.132	-1.283146582	2.121325735	0.385169819	0.494846713	Not associated
1.14.13.165	-6.44244877	1.539069159	0.013056383	0.031746281	Not associated
1.14.13.168	-1.958312831	1.620057278	0.335403379	0.439063349	Not associated
1.14.13.2	-1.037041643	8.827850557	0.001520932	0.00599061	root
1.14.13.20	-1.888512067	6.882759685	0.002022243	0.007409728	root
1.14.13.22	1.40651895	7.644377179	0.001917187	0.007174847	soil
1.14.13.40	-1.117974066	8.290816428	0.005123846	0.015180518	Not associated
1.14.13.50	1.882636219	4.113039929	0.030963849	0.064061501	Not associated
1.14.13.59	-0.181459865	6.328138701	0.791090917	0.853978318	Not associated
1.14.13.7	-0.041719523	8.378877093	0.926159699	0.954315641	Not associated
1.14.13.70	1.912619867	2.920413296	0.052443004	0.097859804	Not associated
1.14.13.8	0.947614706	6.566480684	0.128572795	0.203160055	Not associated
1.14.13.81	4.632710449	0.250914243	0.064131093	0.114604638	Not associated
1.14.13.82	-2.409113692	8.626545547	2.50E-10	2.41E-08	root
1.14.13.83	-1.595922561	7.098030738	0.011054859	0.02772755	Not associated
1.14.13.9	-1.556202208	7.021642932	0.005440316	0.015908803	Not associated
1.14.14.1	-0.960444953	7.679539856	0.053311683	0.099343564	Not associated
1.14.14.9	-0.034163693	7.220414061	0.962720514	0.984583963	Not associated
1.14.15.3	2.164200265	7.418651632	0.000152355	0.001063964	soil
1.14.15.7	-1.727047811	7.113552753	0.002461669	0.008683328	root
1.14.16.1	-1.039127535	8.776239311	0.001673684	0.006423715	root
1.14.18.1	-0.480272975	5.202355962	0.567681399	0.671949243	Not associated
1.14.18.3	7.180858411	1.760788958	4.53E-05	0.000416154	soil
1.14.19.-	-1.789679405	7.366949615	0.000967609	0.004258108	root
1.14.19.1	0.082943754	8.803347443	0.789892115	0.853978318	Not associated
1.14.19.2	2.382737543	7.756541819	0.000218828	0.001414527	soil
1.14.19.3	1.471740224	9.26032956	1.01E-05	0.000125673	soil
1.14.21.6	-2.093710176	5.940989452	0.003414595	0.011196888	Not associated
1.14.99.1	4.333947472	3.90888671	2.70E-05	0.000275882	soil
1.14.99.3	-0.243922428	5.285947825	0.799881609	0.85997357	Not associated
1.14.99.36	0	-0.430257436	1	1	Not associated
1.14.99.39	7.180862165	1.760788958	4.60E-05	0.000419953	soil
1.15.1.1	-0.248483605	9.912118559	0.228898769	0.32246323	Not associated
1.16.8.1	-1.857606444	5.736194628	0.027990089	0.059177793	Not associated
1.17.1.1	-1.683539901	7.293600833	0.002504649	0.008789041	root
1.17.1.4	-1.246409667	11.66484021	1.79E-12	3.25E-10	root
1.17.1.8	0.045303843	9.187546128	0.857082572	0.901805728	Not associated
1.17.3.2	-5.348075132	2.785119628	0.004318374	0.013452603	Not associated
1.17.4.1	0.187785816	12.65500579	0.215687087	0.307686826	Not associated
1.17.4.2	-2.90090554	7.286163564	0.000204728	0.001342658	root
1.17.99.1	-4.276514121	3.426179165	0.004483822	0.013674139	Not associated
1.18.1.-	2.857189827	5.340216535	0.000264517	0.001618751	soil
1.18.1.1	-1.632679189	5.815908929	0.110273602	0.181020213	Not associated
1.18.1.3	-0.263721518	8.91276086	0.394411594	0.505071151	Not associated
1.18.6.1	3.808317785	1.463805954	0.012568902	0.030817762	Not associated
1.2.1.-	-2.010515707	8.768482595	4.17E-08	1.71E-06	root
1.2.1.10	0.887260877	6.33625996	0.141839259	0.218500387	Not associated
1.2.1.11	0.054515862	10.52663082	0.74381923	0.818322296	Not associated
1.2.1.12	0.300642045	11.00285751	0.051010257	0.096365131	Not associated
1.2.1.16	0.065324413	11.62677377	0.649996969	0.740426564	Not associated
1.2.1.18	0.310166935	10.97547312	0.042076393	0.081529553	Not associated
1.2.1.19	-0.141620109	7.736260465	0.772109529	0.839871155	Not associated
1.2.1.2	0.102613044	11.87404065	0.485927704	0.592009686	Not associated
1.2.1.20	0.065325164	11.62677377	0.648965383	0.740426564	Not associated
1.2.1.21	0.354968456	5.861224249	0.590141737	0.69005188	Not associated
1.2.1.22	0.354969453	5.861224249	0.590451498	0.69005188	Not associated
1.2.1.26	-7.84048639	2.74756105	0.000596658	0.002985501	root
1.2.1.27	0.310168391	10.97547312	0.041804414	0.081146212	Not associated
1.2.1.28	-2.905941245	6.89076798	5.11E-05	0.00045697	root
1.2.1.3	-0.007355954	12.2953426	0.964771984	0.985935666	Not associated
1.2.1.32	-1.640440388	4.361629957	0.130238269	0.204595235	Not associated
1.2.1.38	-0.316020136	9.513324541	0.206696363	0.297998894	Not associated
1.2.1.39	-0.102495434	7.01848765	0.888969788	0.927411725	Not associated
1.2.1.41	-0.096787009	10.03160614	0.619049531	0.717269225	Not associated
1.2.1.46	0.105421613	8.134283709	0.778876683	0.846550603	Not associated
1.2.1.5	2.071448924	4.929612939	0.019914983	0.044767769	Not associated
1.2.1.54	-1.320269674	6.302720828	0.15573219	0.23666388	Not associated
1.2.1.60	-0.407451765	8.663308046	0.330271443	0.434043502	Not associated
1.2.1.65	-1.883600518	7.187165563	0.000435216	0.002369965	root
1.2.1.70	0.19725209	9.450542863	0.455041336	0.56091318	Not associated
1.2.1.71	-0.240362999	8.403681169	0.540999597	0.647952532	Not associated
1.2.1.72	-1.450547311	5.471063996	0.129708503	0.204307516	Not associated
1.2.1.79	0.06532477	11.62677377	0.649506192	0.740426564	Not associated
1.2.1.8	0.776078107	10.80534109	0.000246079	0.00153737	Not associated
1.2.1.85	-1.640453254	4.361629957	0.129752664	0.204307516	Not associated
1.2.1.88	0.012405648	11.43477647	0.926775662	0.954315641	Not associated
1.2.1.9	0.771022742	6.515351209	0.213900737	0.306447398	Not associated
1.2.3.3	2.350087639	4.593767635	0.011416851	0.028405462	Not associated
1.2.4.1	0.707320565	12.65469321	0.000264799	0.001618751	Not associated
1.2.4.2	0.496020604	12.14494027	0.001239902	0.00523471	Not associated
1.2.4.4	0.365101418	11.09541702	0.014719985	0.034645818	Not associated
1.2.5.1	-0.431923257	8.72505097	0.224258426	0.316917504	Not associated
1.2.7.1	3.83799931	7.147531139	6.13E-12	8.28E-10	soil
1.2.7.3	1.474148186	11.0202517	7.55E-08	2.76E-06	soil
1.2.7.5	-0.698748341	5.976200183	0.34008195	0.44434305	Not associated
1.2.99.2	1.693008412	10.53572744	3.77E-19	5.09E-16	soil
1.2.99.5	0.14954799	4.4696229	0.851393698	0.899322038	Not associated
1.21.3.1	0	-0.430257436	1	1	Not associated
1.21.4.1	7.628064851	2.131604888	8.22E-06	0.000105687	soil
1.21.98.1	-2.477160098	5.645754928	0.011111544	0.027799438	Not associated
1.3.1.-	0.837359895	4.6409604	0.375527515	0.485231205	Not associated
1.3.1.10	0.324480839	9.960880736	0.103406929	0.170369221	Not associated
1.3.1.104	2.523732572	3.451894491	0.019372662	0.043766666	Not associated
1.3.1.106	-1.200768033	6.597593555	0.059114812	0.107633572	Not associated
1.3.1.12	-0.366827508	9.022481045	0.206621892	0.297998894	Not associated
1.3.1.2	-1.227616672	8.342224508	0.001462599	0.005898422	root
1.3.1.20	2.494804811	1.948774273	0.028405984	0.059869711	Not associated
1.3.1.22	-2.563265926	3.740680062	0.076458731	0.133113074	Not associated
1.3.1.25	0.837364666	4.6409604	0.375808969	0.485231205	Not associated
1.3.1.32	-1.700007845	6.212595035	0.014290008	0.0337514	Not associated
1.3.1.33	1.056923324	5.216479441	0.13810724	0.214709876	Not associated
1.3.1.34	0.750820063	1.609771607	0.511716556	0.617258096	Not associated
1.3.1.38	-0.512251907	1.176309206	0.826417071	0.877743289	Not associated
1.3.1.43	-1.715682973	6.981243277	0.005880481	0.016796047	Not associated
1.3.1.45	-1.963638905	5.293091969	0.023308824	0.050627365	Not associated
1.3.1.54	-1.200766741	6.597593555	0.058679988	0.107186912	Not associated
1.3.1.62	-4.896452159	0.666189906	0.100767597	0.167073251	Not associated
1.3.1.76	-0.814767267	9.81184235	0.000614042	0.003038721	Not associated
1.3.1.87	4.768201115	0.273157649	0.051456876	0.096822061	Not associated
1.3.1.9	0.321356236	10.28078042	0.067514457	0.119858122	Not associated
1.3.1.98	-0.022528452	9.398696031	0.937176367	0.963565655	Not associated
1.3.3.3	-0.891588353	9.21099061	0.0018262	0.006886458	Not associated
1.3.3.4	2.181930261	7.261766237	0.001091319	0.004651018	soil
1.3.3.5	1.042378467	6.644503691	0.111337793	0.182545338	Not associated
1.3.3.6	2.009868219	8.782651626	4.03E-05	0.000380903	soil
1.3.5.1	0.642339203	12.39586544	0.000697203	0.003304986	Not associated
1.3.5.2	0	-0.430257436	1	1	Not associated
1.3.5.3	3.036701941	4.018303733	0.000436803	0.002369965	soil
1.3.5.4	0.693391213	12.445779	0.000283507	0.001702301	Not associated
1.3.7.7	4.099102768	2.12101772	0.003693504	0.01188077	Not associated
1.3.7.9	1.490103433	2.739145786	0.119571498	0.192310825	Not associated
1.3.8.1	1.023620902	10.19675084	6.12E-07	1.40E-05	soil
1.3.8.4	-0.594063905	9.595503257	0.012172315	0.030023013	Not associated
1.3.8.6	0.191698104	10.52994647	0.307649228	0.410705639	Not associated
1.3.8.7	0.152857164	11.79344138	0.297478415	0.399893869	Not associated
1.3.8.8	1.977248613	8.671566282	5.02E-05	0.000452243	soil
1.3.8.9	-2.770485028	2.052935231	0.054462199	0.101208295	Not associated
1.3.98.1	0.011420415	9.605276594	0.951565576	0.974651322	Not associated
1.3.99.-	0.116276644	12.71131639	0.426910224	0.534160685	Not associated
1.3.99.12	0.102440109	5.973472904	0.87784081	0.919351112	Not associated
1.3.99.22	-0.759969636	10.5205686	0.000110122	0.000835814	Not associated
1.3.99.23	-3.392137063	4.866620192	0.000962368	0.004248887	root
1.3.99.35	5.335961939	0.573602628	0.029698995	0.061989424	Not associated
1.4.1.1	0.451233499	10.1863312	0.014696512	0.034645818	Not associated
1.4.1.13	0.086826385	12.86749585	0.544353077	0.65081505	Not associated
1.4.1.14	0.086826922	12.86749585	0.543510571	0.650383332	Not associated
1.4.1.2	0.079199699	11.7994678	0.583016819	0.684918019	Not associated
1.4.1.21	-2.46746256	3.957990991	0.082814369	0.142525112	Not associated
1.4.1.24	-4.238883336	4.849942316	0.00097442	0.004274162	root
1.4.1.3	0.729382034	9.131612258	0.031449982	0.064572835	Not associated
1.4.1.4	0.706867931	9.246119919	0.029606931	0.061989424	Not associated
1.4.1.9	0.514793676	9.596076749	0.022700631	0.049867564	Not associated
1.4.2.-	-1.853445202	6.25910441	0.008542192	0.02258415	Not associated
1.4.3.-	-1.648892792	9.372458132	0.000101574	0.000788658	root
1.4.3.10	1.279837083	6.795149965	0.056017524	0.103387534	Not associated
1.4.3.16	-0.045348867	10.3535956	0.804240828	0.863695834	Not associated
1.4.3.19	-1.634595302	8.102535271	0.000420959	0.00232129	root
1.4.3.21	0.829355133	7.544006552	0.071728883	0.126343834	Not associated
1.4.3.3	2.053768965	6.449795108	0.001546739	0.006056941	soil
1.4.3.4	-0.943523219	7.575113912	0.040408061	0.079220962	Not associated
1.4.3.5	-0.261691178	8.707523898	0.447880412	0.554108458	Not associated
1.4.4.2	0.391938427	11.5968752	0.004368341	0.013472638	Not associated
1.4.7.1	0.746552964	9.13105256	0.00813946	0.021689171	Not associated
1.4.9.1	0.564799613	0.771608697	0.667939221	0.756166388	Not associated
1.4.99.1	-1.884611432	10.14086016	4.30E-14	1.94E-11	root
1.4.99.5	-5.860824038	4.050905301	0.00011986	0.000899619	root
1.5.-.-	2.208261551	8.174328584	8.29E-06	0.000105687	soil
1.5.1.-	-1.013216631	5.017715013	0.399507216	0.509664069	Not associated
1.5.1.10	-1.433351068	4.674095552	0.167599902	0.250750242	Not associated
1.5.1.2	0.197594583	9.397919851	0.434955508	0.541777932	Not associated
1.5.1.20	-0.09188251	9.857833184	0.653523242	0.743816259	Not associated
1.5.1.3	-0.689485834	8.331892966	0.102902255	0.169744745	Not associated
1.5.1.34	0.60427531	1.622267861	0.575049068	0.678507678	Not associated
1.5.1.36	-2.042374549	5.36200032	0.039909668	0.078424448	Not associated
1.5.1.38	0.483740343	7.75584325	0.272793716	0.371142306	Not associated
1.5.1.5	0.06302005	9.791485851	0.762395184	0.832170801	Not associated
1.5.1.6	-6.472453731	1.556813512	0.011062287	0.02772755	Not associated
1.5.1.7	1.190334463	9.037805116	2.34E-05	0.00024677	soil
1.5.1.9	2.096381593	6.483104404	0.003514951	0.011487802	Not associated
1.5.3.1	-0.906197992	11.41208539	1.34E-07	4.53E-06	Not associated
1.5.3.7	-2.4744221	1.968954392	0.073787784	0.129592795	Not associated
1.5.5.2	-0.485500872	11.04853968	0.003667825	0.011843106	Not associated
1.5.8.1	-0.225859821	4.610654967	0.809702455	0.866511836	Not associated
1.5.8.2	-0.225855253	4.610654967	0.809551689	0.866511836	Not associated
1.5.8.3	-0.481515452	9.547982178	0.045285241	0.087275836	Not associated
1.5.8.4	-1.005063037	9.6611853	6.19E-05	0.000535704	root
1.5.98.2	2.270870021	8.409272611	1.70E-05	0.000186319	soil
1.5.99.6	1.825808721	2.779142643	0.141820485	0.218500387	Not associated
1.6.1.1	-1.145312649	8.616138765	0.00699094	0.018965382	Not associated
1.6.1.2	0.221518332	11.64833599	0.113934487	0.185676106	Not associated
1.6.2.2	-4.475837494	0.449921957	0.152303959	0.231975928	Not associated
1.6.5.3	0.413110208	14.13258317	0.00851707	0.022561885	Not associated
1.6.99.3	0.049220831	10.74938455	0.754539276	0.826473545	Not associated
1.6.99.5	-1.585668434	7.426346962	0.001555019	0.006071764	root
1.7.1.15	-0.933911813	11.48714895	3.29E-08	1.51E-06	Not associated
1.7.1.7	-3.13864619	4.522720205	0.001500927	0.005967644	root
1.7.2.1	-0.857313955	8.184949682	0.075609979	0.132146289	Not associated
1.7.2.2	0.282366922	4.08839859	0.724916741	0.804735018	Not associated
1.7.2.4	-1.04176038	7.591571593	0.064257998	0.11467973	Not associated
1.7.2.5	-1.16883491	9.397986495	0.001346542	0.005597472	root
1.7.2.6	6.097883026	0.982228252	0.001782479	0.006764408	soil
1.7.3.3	0.642487844	8.073946726	0.102028734	0.168922573	Not associated
1.7.7.1	1.619003287	8.97294251	0.001011999	0.004410359	soil
1.7.99.1	-7.692956951	2.689540054	0.000594501	0.002985501	root
1.7.99.4	-0.155346888	11.84451883	0.366896898	0.474787078	Not associated
1.8.1.2	-1.601143957	10.6268117	1.53E-13	5.16E-11	root
1.8.1.4	0.219966225	11.91457569	0.138362528	0.214859511	Not associated
1.8.1.6	-6.332188753	1.635378744	0.006549	0.018318218	Not associated
1.8.1.7	-0.7905035	9.222668418	0.006912233	0.018942041	Not associated
1.8.1.9	0.591642212	11.30209039	0.000233939	0.001483809	Not associated
1.8.2.1	-2.037580823	6.078648183	0.004292494	0.013452035	Not associated
1.8.3.1	0.571587024	6.946337862	0.285052879	0.385491931	Not associated
1.8.4.8	-0.003570185	9.187568328	0.999788534	1	Not associated
1.8.7.1	-1.705682643	5.743146526	0.088409649	0.150619718	Not associated
1.8.98.1	4.188468763	7.488736726	4.04E-07	1.01E-05	soil
1.9.3.1	-0.081391484	12.99094011	0.571035448	0.674360918	Not associated
1.97.1.-	-7.552691363	2.564685011	0.002812366	0.009643417	root
2.1.1.-	1.137716364	2.097556041	0.398787823	0.509227173	Not associated
2.1.1.10	0.25780268	8.18258676	0.494402545	0.600663523	Not associated
2.1.1.103	0.401500946	0.0904288	1	1	Not associated
2.1.1.104	0.730967309	5.790009701	0.288252864	0.389040579	Not associated
2.1.1.107	-0.307167556	10.61842655	0.076743274	0.133264992	Not associated
2.1.1.13	0.316521816	12.20624599	0.023370771	0.050680436	Not associated
2.1.1.130	-0.632192693	7.509055031	0.195044173	0.284562287	Not associated
